ItemID,ItemName,EquipPos,Profession,level,quality,DirectoryComment,ModelPrefabWarrior,ModelPrefabArcher,ModelPrefabSorcer,ModelPrefabCleric,ModelPrefab5,ModelPrefab6,ModelPrefab7,ModelPrefab8,PresentID,ReplaceID,AgainReplaceID
11333,猫执事头顶香味帽子（3天）|猫执事头顶香味帽子（3天）|猫执事头顶香味帽子（3天）|猫执事头顶香味帽子（3天）|猫执事头顶香味帽子（3天）,0,,,,equip/helmet/,wa_goddess_cat01_helmet,ar_goddess_cat01_helmet,so_goddess_cat01_helmet,cl_goddess_cat01_helmet,ac_goddess_cat01_helmet,as_goddess_cat01_helmet,,,,,
11334,猫执事头顶香味帽子（7天）|猫执事头顶香味帽子（7天）|猫执事头顶香味帽子（7天）|猫执事头顶香味帽子（7天）|猫执事头顶香味帽子（7天）,0,,,,equip/helmet/,wa_goddess_cat01_helmet,ar_goddess_cat01_helmet,so_goddess_cat01_helmet,cl_goddess_cat01_helmet,ac_goddess_cat01_helmet,as_goddess_cat01_helmet,,,,,
11335,猫执事头顶香味帽子（15天）|猫执事头顶香味帽子（15天）|猫执事头顶香味帽子（15天）|猫执事头顶香味帽子（15天）|猫执事头顶香味帽子（15天）,0,,,,equip/helmet/,wa_goddess_cat01_helmet,ar_goddess_cat01_helmet,so_goddess_cat01_helmet,cl_goddess_cat01_helmet,ac_goddess_cat01_helmet,as_goddess_cat01_helmet,,,,,
11336,猫执事头顶香味帽子（30天）|猫执事头顶香味帽子（30天）|猫执事头顶香味帽子（30天）|猫执事头顶香味帽子（30天）|猫执事头顶香味帽子（30天）,0,,,,equip/helmet/,wa_goddess_cat01_helmet,ar_goddess_cat01_helmet,so_goddess_cat01_helmet,cl_goddess_cat01_helmet,ac_goddess_cat01_helmet,as_goddess_cat01_helmet,,,,,
11337,猫执事奶香味帽子（1天）|猫执事奶香味帽子（1天）|猫执事奶香味帽子（1天）|猫执事奶香味帽子（1天）|猫执事奶香味帽子（1天）,0,,,,equip/helmet/,wa_goddess_cat_helmet,ar_goddess_cat_helmet,so_goddess_cat_helmet,cl_goddess_cat_helmet,ac_goddess_cat_helmet,as_goddess_cat_helmet,,,,,
11338,猫执事奶香味帽子（3天）|猫执事奶香味帽子（3天）|猫执事奶香味帽子（3天）|猫执事奶香味帽子（3天）|猫执事奶香味帽子（3天）,0,,,,equip/helmet/,wa_goddess_cat_helmet,ar_goddess_cat_helmet,so_goddess_cat_helmet,cl_goddess_cat_helmet,ac_goddess_cat_helmet,as_goddess_cat_helmet,,,,,
11339,猫执事奶香味帽子（7天）|猫执事奶香味帽子（7天）|猫执事奶香味帽子（7天）|猫执事奶香味帽子（7天）|猫执事奶香味帽子（7天）,0,,,,equip/helmet/,wa_goddess_cat_helmet,ar_goddess_cat_helmet,so_goddess_cat_helmet,cl_goddess_cat_helmet,ac_goddess_cat_helmet,as_goddess_cat_helmet,,,,,
11340,猫执事奶香味帽子（15天）|猫执事奶香味帽子（15天）|猫执事奶香味帽子（15天）|猫执事奶香味帽子（15天）|猫执事奶香味帽子（15天）,0,,,,equip/helmet/,wa_goddess_cat_helmet,ar_goddess_cat_helmet,so_goddess_cat_helmet,cl_goddess_cat_helmet,ac_goddess_cat_helmet,as_goddess_cat_helmet,,,,,
11341,猫执事奶香味帽子（30天）|猫执事奶香味帽子（30天）|猫执事奶香味帽子（30天）|猫执事奶香味帽子（30天）|猫执事奶香味帽子（30天）,0,,,,equip/helmet/,wa_goddess_cat_helmet,ar_goddess_cat_helmet,so_goddess_cat_helmet,cl_goddess_cat_helmet,ac_goddess_cat_helmet,as_goddess_cat_helmet,,,,,
11342,螃蟹头,0,,,,equip/helmet/,wa_crabhat_helmet,ar_crabhat_helmet,so_crabhat_helmet,cl_crabhat_helmet,ac_crabhat_helmet,as_crabhat_helmet,,,,,
11343,乌龟头,0,,,,equip/helmet/,wa_turtlehat_helmet,ar_turtlehat_helmet,so_turtlehat_helmet,cl_turtlehat_helmet,ac_turtlehat_helmet,as_turtlehat_helmet,,,,,
11344,草帽头,0,,,,equip/helmet/,wa_straw_helmet,ar_straw_helmet,so_straw_helmet,cl_straw_helmet,ac_straw_helmet,as_straw_helmet,,,,10007|0|0|10007|0|10007,
11345,阿拉蕾,0,,,,equip/helmet/,wa_xinyue_helmet,ar_xinyue_helmet,so_xinyue_helmet,cl_xinyue_helmet,ac_xinyue_helmet,as_xinyue_helmet,,,,10007|0|0|10007|0|10007,
11355,特殊武器,5,,,,,weapon/wa_light_sword_weapon,weapon/ar_light_bigbow_weapon,weapon/so_light_staff_weapon,weapon/cl_light_mace_weapon,weapon/ac_light_cannon_weapon,weapon/as_light_scimitar_weapon,,,,,
11356,特殊副武器,6,,,,,wa_light_gauntlet,ar_light_quiver,so_light_book,cl_light_shield,ac_light_gauntlet,as_light_crook,,,,,
11357,阿拉蕾,0,,,,equip/helmet/,wa_xinyue_helmet,ar_xinyue_helmet,so_xinyue_helmet,cl_xinyue_helmet,ac_xinyue_helmet,as_xinyue_helmet,,,,10007|0|0|10007|0|10007,
11358,阿拉蕾,0,,,,equip/helmet/,wa_xinyue_helmet,ar_xinyue_helmet,so_xinyue_helmet,cl_xinyue_helmet,ac_xinyue_helmet,as_xinyue_helmet,,,,10007|0|0|10007|0|10007,
11359,阿拉蕾,0,,,,equip/helmet/,wa_xinyue_helmet,ar_xinyue_helmet,so_xinyue_helmet,cl_xinyue_helmet,ac_xinyue_helmet,as_xinyue_helmet,,,,10007|0|0|10007|0|10007,
11360,阿拉蕾,0,,,,equip/helmet/,wa_xinyue_helmet,ar_xinyue_helmet,so_xinyue_helmet,cl_xinyue_helmet,ac_xinyue_helmet,as_xinyue_helmet,,,,10007|0|0|10007|0|10007,
11361,阿拉蕾,0,,,,equip/helmet/,wa_xinyue_helmet,ar_xinyue_helmet,so_xinyue_helmet,cl_xinyue_helmet,ac_xinyue_helmet,as_xinyue_helmet,,,,10007|0|0|10007|0|10007,
11362,螃蟹头,0,,,,equip/helmet/,wa_crabhat_helmet,ar_crabhat_helmet,so_crabhat_helmet,cl_crabhat_helmet,ac_crabhat_helmet,as_crabhat_helmet,,,,,
11363,螃蟹头,0,,,,equip/helmet/,wa_crabhat_helmet,ar_crabhat_helmet,so_crabhat_helmet,cl_crabhat_helmet,ac_crabhat_helmet,as_crabhat_helmet,,,,,
11364,螃蟹头,0,,,,equip/helmet/,wa_crabhat_helmet,ar_crabhat_helmet,so_crabhat_helmet,cl_crabhat_helmet,ac_crabhat_helmet,as_crabhat_helmet,,,,,
11365,螃蟹头,0,,,,equip/helmet/,wa_crabhat_helmet,ar_crabhat_helmet,so_crabhat_helmet,cl_crabhat_helmet,ac_crabhat_helmet,as_crabhat_helmet,,,,,
11366,螃蟹头,0,,,,equip/helmet/,wa_crabhat_helmet,ar_crabhat_helmet,so_crabhat_helmet,cl_crabhat_helmet,ac_crabhat_helmet,as_crabhat_helmet,,,,,
11367,乌龟头,0,,,,equip/helmet/,wa_turtlehat_helmet,ar_turtlehat_helmet,so_turtlehat_helmet,cl_turtlehat_helmet,ac_turtlehat_helmet,as_turtlehat_helmet,,,,,
11368,乌龟头,0,,,,equip/helmet/,wa_turtlehat_helmet,ar_turtlehat_helmet,so_turtlehat_helmet,cl_turtlehat_helmet,ac_turtlehat_helmet,as_turtlehat_helmet,,,,,
11369,乌龟头,0,,,,equip/helmet/,wa_turtlehat_helmet,ar_turtlehat_helmet,so_turtlehat_helmet,cl_turtlehat_helmet,ac_turtlehat_helmet,as_turtlehat_helmet,,,,,
11370,乌龟头,0,,,,equip/helmet/,wa_turtlehat_helmet,ar_turtlehat_helmet,so_turtlehat_helmet,cl_turtlehat_helmet,ac_turtlehat_helmet,as_turtlehat_helmet,,,,,
11371,乌龟头,0,,,,equip/helmet/,wa_turtlehat_helmet,ar_turtlehat_helmet,so_turtlehat_helmet,cl_turtlehat_helmet,ac_turtlehat_helmet,as_turtlehat_helmet,,,,,
11372,草帽头,0,,,,equip/helmet/,wa_straw_helmet,ar_straw_helmet,so_straw_helmet,cl_straw_helmet,ac_straw_helmet,as_straw_helmet,,,,10007|0|0|10007|0|10007,
11373,草帽头,0,,,,equip/helmet/,wa_straw_helmet,ar_straw_helmet,so_straw_helmet,cl_straw_helmet,ac_straw_helmet,as_straw_helmet,,,,10007|0|0|10007|0|10007,
11374,草帽头,0,,,,equip/helmet/,wa_straw_helmet,ar_straw_helmet,so_straw_helmet,cl_straw_helmet,ac_straw_helmet,as_straw_helmet,,,,10007|0|0|10007|0|10007,
11375,草帽头,0,,,,equip/helmet/,wa_straw_helmet,ar_straw_helmet,so_straw_helmet,cl_straw_helmet,ac_straw_helmet,as_straw_helmet,,,,10007|0|0|10007|0|10007,
11376,草帽头,0,,,,equip/helmet/,wa_straw_helmet,ar_straw_helmet,so_straw_helmet,cl_straw_helmet,ac_straw_helmet,as_straw_helmet,,,,10007|0|0|10007|0|10007,
116370,深渊之兽人头盔,0,1,14,B套,equip/lotus/,wa_lotus_a01_helmet,ar_lotus_a01_helmet,so_lotus_a01_helmet,cl_lotus_a01_helmet,ac_lotus_a01_helmet,as_lotus_a01_helmet,,,,10007|0|0|0|0|0,
116371,深渊之兽人衣服,1,1,14,B套,equip/lotus/,wa_lotus_a01_body,ar_lotus_a01_body,so_lotus_a01_body,cl_lotus_a01_body,ac_lotus_a01_body,as_lotus_a01_body,,,,,
116372,深渊之兽人裤子,2,1,14,B套,equip/lotus/,wa_lotus_a01_leg,ar_lotus_a01_leg,so_lotus_a01_leg,cl_lotus_a01_leg,ac_lotus_a01_leg,as_lotus_a01_leg,,,,,
116373,深渊之兽人手套,3,1,14,B套,equip/lotus/,wa_lotus_a01_glove,ar_lotus_a01_glove,so_lotus_a01_glove,cl_lotus_a01_glove,ac_lotus_a01_glove,as_lotus_a01_glove,,,,,
116374,深渊之兽人鞋子,4,1,14,B套,equip/lotus/,wa_lotus_a01_boots,ar_lotus_a01_boots,so_lotus_a01_boots,cl_lotus_a01_boots,ac_lotus_a01_boots,as_lotus_a01_boots,,,,0|0|10001|0|0|0,
116375,深渊之兽人长剑,5,1,14,B套,,weapon/wa_lotus_a01_sword_weapon,weapon/ar_lotus_a01_bigbow_weapon,weapon/so_lotus_a01_staff_weapon,weapon/cl_lotus_a01_mace_weapon,weapon/ac_lotus_a01_cannon_weapon,weapon/as_lotus_a01_scimitar_weapon,,,,,
116376,深渊之兽人护手,6,1,14,B套,equip/lotus/,wa_lotus_a01_gauntlet,ar_lotus_a01_quiver,so_lotus_a01_book,cl_lotus_a01_shield,ac_lotus_a01_gauntlet,as_lotus_a01_crook,,,,,
132471,深渊的骑士衣服,1,1,32,A,equip/shenyuan/,wa_shukei_d01_body,ar_shukei_c01_body,so_blood_c01_body,cl_leejean_d01_body,,,,,,,
132472,深渊的骑士裤子,2,1,32,A,equip/shenyuan/,wa_shukei_d01_leg,ar_shukei_c01_leg,so_blood_c01_leg,cl_leejean_d01_leg,,,,,,,
132473,深渊的骑士手套,3,1,32,A,equip/shenyuan/,wa_shukei_d01_glove,ar_shukei_c01_glove,so_blood_c01_glove,cl_leejean_d01_glove,,,,,,,
132474,深渊的骑士鞋子,4,1,32,A,equip/shenyuan/,wa_shukei_d01_boots,ar_shukei_c01_boots,so_blood_c01_boots,cl_leejean_d01_boots,,,,,,0|0|10001|0|0|0,
132475,深渊的骑士长剑,5,1,32,A,,weapon/wa_shukei_d01_sword_weapon,weapon/ar_shukei_c01_bigbow_weapon,weapon/so_blood_c01_steff_weapon,weapon/cl_leejean_d01_mace_weapon,,,,,,,
132476,深渊的骑士护手,6,1,32,A,equip/shenyuan/,wa_shukei_d01_gauntlet,ar_shukei_c01_quiver,so_blood_c01_book,cl_leejean_d01_shield,,,,,,,
132500,炼狱之地狱犬头盔,0,1,32,A套,equip/cerberos/,wa_cerberos_helmet,ar_cerberos_helmet,so_cerberos_helmet,cl_cerberos_helmet,,,,,,10007|0|10007|10007|0|0,
132505,炼狱之地狱犬长剑,5,1,32,A套,,weapon/wa_cerberos_sword_weapon,weapon/ar_cerberos_bigbow_weapon,weapon/so_cerberos_steff_weapon,weapon/cl_cerberos_wand_weapon,,,,,,,
132506,炼狱之地狱犬护手,6,1,32,A套,equip/cerberos/,wa_cerberos_gauntlet,Player_archer_quiver,so_cerberos_book,cl_cerberos_shield,,,,,,,
140471,深渊的骑士队长衣服,1,1,40,A,equip/shenyuan/,wa_shukei_d04_body,ar_shukei_c04_body,so_blood_c04_body,cl_leejean_d04_body,,,,,,,
140472,深渊的骑士队长裤子,2,1,40,A,equip/shenyuan/,wa_shukei_d04_leg,ar_shukei_c04_leg,so_blood_c04_leg,cl_leejean_d04_leg,,,,,,,
140473,深渊的骑士队长手套,3,1,40,A,equip/shenyuan/,wa_shukei_d04_glove,ar_shukei_c04_glove,so_blood_c04_glove,cl_leejean_d04_glove,,,,,,,
140474,深渊的骑士队长鞋子,4,1,40,A,equip/shenyuan/,wa_shukei_d04_boots,ar_shukei_c04_boots,so_blood_c04_boots,cl_leejean_d04_boots,,,,,,0|0|10001|0|0|0,
140475,深渊的骑士队长长剑,5,1,40,A,,weapon/wa_shukei_d04_sword_weapon,weapon/ar_shukei_c04_bigbow_weapon,weapon/so_blood_c04_steff_weapon,weapon/cl_leejean_d04_mace_weapon,,,,,,,
140476,深渊的骑士队长护手,6,1,40,A,equip/shenyuan/,wa_shukei_d04_gauntlet,ar_shukei_c04_quiver,so_blood_c04_book,cl_leejean_d04_shield,,,,,,,
140500,狮蝎头盔,0,1,40,A套,equip/manticore/,wa_manticore_helmat,ar_manticore_helmat,so_manticore_helmat,cl_manticore_helmat,,,,,,10007|0|10007|10007|0|0,
140505,狮蝎长剑,5,1,40,A套,,weapon/wa_manticore_sword_weapon,weapon/ar_manticore_bigbow_weapon,weapon/so_manticore_steff_weapon,weapon/cl_manticore_mace_weapon,,,,,,,
140506,狮蝎护手,6,1,40,A套,equip/manticore/,wa_manticore_gauntlet,Player_archer_quiver,so_manticore_book,cl_manticore_shield,,,,,,,
140600,海龙头盔,0,1,40,S套,equip/seadragon/,wa_seadragon_helmet,ar_seadragon_helmet,so_seadragon_helmet,cl_seadragon_helmet,,,,,,10007|0|0|10007|0|0,
140601,海龙衣服,1,1,40,S套,equip/seadragon/,wa_seadragon_body,ar_seadragon_body,so_seadragon_body,cl_seadragon_body,,,,,,,
140602,海龙裤子,2,1,40,S套,equip/seadragon/,wa_seadragon_leg,ar_seadragon_leg,so_seadragon_leg,cl_seadragon_leg,,,,,,,
140603,海龙手套,3,1,40,S套,equip/seadragon/,wa_seadragon_glove,ar_seadragon_glove,so_seadragon_glove,cl_seadragon_glove,,,,,,,
140604,海龙鞋子,4,1,40,S套,equip/seadragon/,wa_seadragon_boots,ar_seadragon_boots,so_seadragon_boots,cl_seadragon_boots,,,,,,0|0|10001|0|0|0,
140605,海龙长剑,5,1,40,S套,,weapon/wa_seadragon_sword_weapon,weapon/ar_seadragon_bigbow_weapon,weapon/so_seadragon_staff_weapon,weapon/cl_seadragon_mace_weapon,,,,,,,
140606,海龙护手,6,1,40,S套,equip/seadragon/,wa_seadragon_gauntlet,ar_seadragon_quiver,so_seadragon_book,cl_seadragon_shield,,,,,,,
150471,深渊的大骑士衣服,1,1,50,A,equip/shenyuan/,wa_shukei_d02_body,ar_shukei_c02_body,so_blood_c02_body,cl_leejean_d02_body,,,,,,,
150472,深渊的大骑士裤子,2,1,50,A,equip/shenyuan/,wa_shukei_d02_leg,ar_shukei_c02_leg,so_blood_c02_leg,cl_leejean_d02_leg,,,,,,,
150473,深渊的大骑士手套,3,1,50,A,equip/shenyuan/,wa_shukei_d02_glove,ar_shukei_c02_glove,so_blood_c02_glove,cl_leejean_d02_glove,,,,,,,
150474,深渊的大骑士鞋子,4,1,50,A,equip/shenyuan/,wa_shukei_d02_boots,ar_shukei_c02_boots,so_blood_c02_boots,cl_leejean_d02_boots,,,,,,0|0|10001|0|0|0,
150475,深渊的大骑士长剑,5,1,50,A,,weapon/wa_shukei_d02_sword_weapon,weapon/ar_shukei_c02_bigbow_weapon,weapon/so_blood_c02_steff_weapon,weapon/cl_leejean_d02_mace_weapon,,,,,,,
150476,深渊的大骑士护手,6,1,50,A,equip/shenyuan/,wa_shukei_d02_gauntlet,ar_shukei_c02_quiver,so_blood_c02_book,cl_leejean_d02_shield,,,,,,,
150500,天启头盔,0,1,50,A套,equip/apocalypse/,wa_apocalypse_helmet,ar_apocalypse_helmet,so_apocalypse_helmet,cl_apocalypse_helmet,,,,,,10007|0|10007|10007|0|0,
150505,天启长剑,5,1,50,A套,,weapon/wa_apocalypse_sword_weapon,weapon/ar_apocalypse_bigbow_weapon,weapon/so_apocalypse_steff_weapon,weapon/cl_apocalypse_mace_weapon,,,,,,,
150506,天启护手,6,1,50,A套,equip/apocalypse/,wa_apocalypse_gauntlet,Player_archer_quiver,so_apocalypse_book,cl_apocalypse_shield,,,,,,,
160471,深渊的大骑士衣服,1,1,60,A,equip/shenyuan/,wa_shukei_d03_body,ar_shukei_c03_body,so_blood_c03_body,cl_leejean_d03_body,,,,,,,
160472,深渊的大骑士裤子,2,1,60,A,equip/shenyuan/,wa_shukei_d03_leg,ar_shukei_c03_leg,so_blood_c03_leg,cl_leejean_d03_leg,,,,,,,
160473,深渊的大骑士手套,3,1,60,A,equip/shenyuan/,wa_shukei_d03_glove,ar_shukei_c03_glove,so_blood_c03_glove,cl_leejean_d03_glove,,,,,,,
160474,深渊的大骑士鞋子,4,1,60,A,equip/shenyuan/,wa_shukei_d03_boots,ar_shukei_c03_boots,so_blood_c03_boots,cl_leejean_d03_boots,,,,,,0|0|10001|0|0|0,
160475,深渊的大骑士长剑,5,1,60,A,,weapon/wa_shukei_d03_sword_weapon,weapon/ar_shukei_c03_bigbow_weapon,weapon/so_blood_c03_steff_weapon,weapon/cl_leejean_d03_mace_weapon,,,,,,,
160476,深渊的大骑士护手,6,1,60,A,equip/shenyuan/,wa_shukei_d03_gauntlet,ar_shukei_c03_quiver,so_blood_c03_book,cl_leejean_d03_shield,,,,,,,
160500,大主教头盔,0,1,60,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
160505,大主教长剑,5,1,60,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
160506,大主教护手,6,1,60,A套,equip/archbishop/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
160600,绿龙帽子|绿龙帽子|绿龙帽子|绿龙帽子|绿龙帽子,0,1,60,S套,equip/greendragon/,wa_greendragon_helmet,ar_greendragon_helmet,so_greendragon_helmet,cl_greendragon_helmet,ac_greendragon_helmet,as_greendragon_helmet,,,,10007|0|0|10007|10006|0,
160601,绿龙上装|绿龙上装|绿龙上装|绿龙上装|绿龙上装,1,1,60,S套,equip/greendragon/,wa_greendragon_body,ar_greendragon_body,so_greendragon_body,cl_greendragon_body,ac_greendragon_body,as_greendragon_body,,,,,
160602,绿龙下装|绿龙下装|绿龙下装|绿龙下装|绿龙下装,2,1,60,S套,equip/greendragon/,wa_greendragon_leg,ar_greendragon_leg,so_greendragon_leg,cl_greendragon_leg,ac_greendragon_leg,as_greendragon_leg,,,,,
160603,绿龙手套|绿龙手套|绿龙手套|绿龙手套|绿龙手套,3,1,60,S套,equip/greendragon/,wa_greendragon_glove,ar_greendragon_glove,so_greendragon_glove,cl_greendragon_glove,ac_greendragon_glove,as_greendragon_glove,,,,,
160604,绿龙鞋子|绿龙鞋子|绿龙鞋子|绿龙鞋子|绿龙鞋子,4,1,60,S套,equip/greendragon/,wa_greendragon_boots,ar_greendragon_boots,so_greendragon_boots,cl_greendragon_boots,ac_greendragon_boots,as_greendragon_boots,,,,0|0|10001|0|0|0,
160605,绿龙长剑|绿龙长弓|绿龙法杖|绿龙权杖|绿龙加农炮,5,1,60,S套,,weapon/wa_greendragon_sword_weapon,weapon/ar_greendragon_bigbow_weapon,weapon/so_greendragon_staff_weapon,weapon/cl_greendragon_mace_weapon,weapon/ac_greendragon_cannon_weapon,weapon/as_greendragon_scimitar_weapon,,,,,
160606,绿龙护手|绿龙箭袋|绿龙魔法书|绿龙盾牌|绿龙穿线环,6,1,60,S套,equip/greendragon/,wa_greendragon_gauntlet,ar_greendragon_quiver,so_greendragon_book,cl_greendragon_shield,ac_greendragon_gauntlet,as_greendragon_crook,,,,,
170471,70A散衣服,1,1,70,A,equip/shenyuan/,wa_shukei_d04_body,ar_shukei_c03_body,so_blood_c03_body,cl_leejean_d03_body,,,,,,,
170472,70A散裤子,2,1,70,A,equip/shenyuan/,wa_shukei_d04_leg,ar_shukei_c03_leg,so_blood_c03_leg,cl_leejean_d03_leg,,,,,,,
170473,70A散手套,3,1,70,A,equip/shenyuan/,wa_shukei_d04_glove,ar_shukei_c03_glove,so_blood_c03_glove,cl_leejean_d03_glove,,,,,,,
170474,70A散鞋子,4,1,70,A,equip/shenyuan/,wa_shukei_d04_boots,ar_shukei_c03_boots,so_blood_c03_boots,cl_leejean_d03_boots,,,,,,0|0|10001|0|0|0,
170475,70A散长剑,5,1,70,A,,weapon/wa_shukei_d04_sword_weapon,weapon/ar_shukei_c03_bigbow_weapon,weapon/so_blood_c03_steff_weapon,weapon/cl_leejean_d03_mace_weapon,,,,,,,
170476,70A散护手,6,1,70,A,equip/shenyuan/,wa_shukei_d04_gauntlet,ar_shukei_c03_quiver,so_blood_c03_book,cl_leejean_d03_shield,,,,,,,
170500,巨人头盔,0,1,70,A套,equip/gigantesmaha/,wa_gigantesmaha_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
170505,巨人长剑,5,1,70,A套,,weapon/wa_gigantesmaha_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
170506,巨人护手,6,1,70,A套,equip/gigantesmaha/,wa_gigantesmaha_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
180470,80A散头盔,0,1,80,A,equip/lotus/,wa_lotus_a02_helmet,ar_lotus_a02_helmet,so_lotus_a02_helmet,cl_lotus_a02_helmet,,,,,,10007|0|0|0|0|0,
180471,80A散衣服,1,1,80,A,equip/lotus/,wa_lotus_a02_body,ar_lotus_a02_body,so_lotus_a02_body,cl_lotus_a02_body,,,,,,,
180472,80A散裤子,2,1,80,A,equip/lotus/,wa_lotus_a02_leg,ar_lotus_a02_leg,so_lotus_a02_leg,cl_lotus_a02_leg,,,,,,,
180473,80A散手套,3,1,80,A,equip/lotus/,wa_lotus_a02_glove,ar_lotus_a02_glove,so_lotus_a02_glove,cl_lotus_a02_glove,,,,,,,
180474,80A散鞋子,4,1,80,A,equip/lotus/,wa_lotus_a02_boots,ar_lotus_a02_boots,so_lotus_a02_boots,cl_lotus_a02_boots,,,,,,0|0|10001|0|0|0,
180475,80A散长剑,5,1,80,A,,weapon/wa_lotus_a02_sword_weapon,weapon/ar_lotus_a02_bigbow_weapon,weapon/so_lotus_a02_staff_weapon,weapon/cl_lotus_a02_mace_weapon,,,,,,,
180476,80A散护手,6,1,80,A,equip/lotus/,wa_lotus_a02_gauntlet,ar_lotus_a02_quiver,so_lotus_a02_book,cl_lotus_a02_shield,,,,,,,
180500,80A套头盔,0,1,80,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
180505,80A套长剑,5,1,80,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
180506,80A套护手,6,1,80,A套,equip/archbishop/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
180600,80龙帽子|80龙帽子|80龙帽子|80龙帽子|80龙帽子,0,1,80,S套,equip/desertdragon/,wa_desertdragon_helmet,ar_desertdragon_helmet,so_desertdragon_helmet,cl_desertdragon_helmet,ac_desertdragon_helmet,as_desertdragon_helmet,,,,10007|0|0|10007|10006|0,
180601,80龙上装|80龙上装|80龙上装|80龙上装|80龙上装,1,1,80,S套,equip/desertdragon/,wa_desertdragon_body,ar_desertdragon_body,so_desertdragon_body,cl_desertdragon_body,ac_desertdragon_body,as_desertdragon_body,,,,,
180602,80龙下装|80龙下装|80龙下装|80龙下装|80龙下装,2,1,80,S套,equip/desertdragon/,wa_desertdragon_leg,ar_desertdragon_leg,so_desertdragon_leg,cl_desertdragon_leg,ac_desertdragon_leg,as_desertdragon_leg,,,,,
180603,80龙手套|80龙手套|80龙手套|80龙手套|80龙手套,3,1,80,S套,equip/desertdragon/,wa_desertdragon_glove,ar_desertdragon_glove,so_desertdragon_glove,cl_desertdragon_glove,ac_desertdragon_glove,as_desertdragon_glove,,,,,
180604,80龙鞋子|80龙鞋子|80龙鞋子|80龙鞋子|80龙鞋子,4,1,80,S套,equip/desertdragon/,wa_desertdragon_boots,ar_desertdragon_boots,so_desertdragon_boots,cl_desertdragon_boots,ac_desertdragon_boots,as_desertdragon_boots,,,,0|0|10001|0|0|0,
180605,80龙长剑|80龙长弓|80龙法杖|80龙权杖|80龙加农炮,5,1,80,S套,,weapon/wa_desertdragon_sword_weapon,weapon/ar_desertdragon_bigbow_weapon,weapon/so_desertdragon_staff_weapon,weapon/cl_desertdragon_mace_weapon,weapon/ac_desertdragon_cannon_weapon,weapon/as_desertdragon_scimitar_weapon,,,,,
180606,80龙护手|80龙箭袋|80龙魔法书|80龙盾牌|80龙穿线环,6,1,80,S套,equip/desertdragon/,wa_desertdragon_gauntlet,ar_desertdragon_quiver,so_desertdragon_book,cl_desertdragon_shield,ac_desertdragon_gauntlet,as_desertdragon_crook,,,,,
190470,90A散头盔,0,1,90,A,equip/lotus/,wa_lotus_a03_helmet,ar_lotus_a03_helmet,so_lotus_a03_helmet,cl_lotus_a03_helmet,,,,,,10007|0|0|0|0|0,
190471,90A散衣服,1,1,90,A,equip/lotus/,wa_lotus_a03_body,ar_lotus_a03_body,so_lotus_a03_body,cl_lotus_a03_body,,,,,,,
190472,90A散裤子,2,1,90,A,equip/lotus/,wa_lotus_a03_leg,ar_lotus_a03_leg,so_lotus_a03_leg,cl_lotus_a03_leg,,,,,,,
190473,90A散手套,3,1,90,A,equip/lotus/,wa_lotus_a03_glove,ar_lotus_a03_glove,so_lotus_a03_glove,cl_lotus_a03_glove,,,,,,,
190474,90A散鞋子,4,1,90,A,equip/lotus/,wa_lotus_a03_boots,ar_lotus_a03_boots,so_lotus_a03_boots,cl_lotus_a03_boots,,,,,,0|0|10001|0|0|0,
190475,90A散长剑,5,1,90,A,,weapon/wa_lotus_a03_sword_weapon,weapon/ar_lotus_a03_bigbow_weapon,weapon/so_lotus_a03_staff_weapon,weapon/cl_lotus_a03_mace_weapon,,,,,,,
190476,90A散护手,6,1,90,A,equip/lotus/,wa_lotus_a03_gauntlet,ar_lotus_a03_quiver,so_lotus_a03_book,cl_lotus_a03_shield,,,,,,,
190500,90A套头盔,0,1,90,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
190505,90A套长剑,5,1,90,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
