id,Name,PresentID,Type,Tag,Fightgroup,SummonGroup,WalkSpeed,RunSpeed,FloatHeight,RotateSpeed,AttackSpeed,SkillCD,AttackProb,Sight,FightTogetherDis,BeLocked,InBornBuff,MaxSuperArmor,WeakStatus,SuperArmorBrokenBuff,SuperArmorRecoveryValue,SuperArmorRecoveryMax,AttackBase,MagicAttackBase,MaxHP,MobaExp,MobaExpRange,MobaKillNeedHint,PosIndex,HpSection,IsWander,Block,DynamicBlock,UsingGeneralCutscene,SoloShow,EndShow,Fov,AIStartTime,AIActionGap,IsFixedInCD,FashionTemplate,Highlight,UseMyMesh,ExtraReward,aihit,AiBehavior,InitEnmity,AlwaysHpBar,HideName,ratioleft,ratioright,ratioidle,ratiodistance,ratioskill,ratioexp,navigation,IsNavPingpong,HideInMiniMap,Access,SameBillBoard,PandoraDropIDs,DropIDs,BigMeleePoints
35505,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35605,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35705,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
35805,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
36005,近程兵,65629,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35106,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35206,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35306,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35406,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35906,近程兵,65628,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35506,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35606,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35706,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
35806,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
36006,近程兵,65629,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35107,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35207,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35307,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35407,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35907,近程兵,65628,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35507,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35607,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35707,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
35807,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
36007,近程兵,65629,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35108,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35208,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35308,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35408,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35908,近程兵,65628,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35508,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35608,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35708,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
35808,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
36008,近程兵,65629,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35109,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35209,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35309,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35409,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35909,近程兵,65628,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35509,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35609,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35709,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
35809,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
36009,近程兵,65629,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35110,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35210,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35310,近程兵,65618,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35410,远程兵,65623,2,5,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=38=0|41.28=0.48=38=0|53.67=0.48=38=0|68.15=0.48=38=0|82.63=0.48=38=0|94.98=0.48=38=0|107.74=0.48=38=0,2,,,,,,
35910,近程兵,65628,2,4,11,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,120,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,32.62=0.48=41=0|41.28=0.48=41=0|53.67=0.48=41=0|68.15=0.48=41=0|82.63=0.48=41=0|94.98=0.48=41=0|107.74=0.48=41=0,2,,,,,,
35510,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35610,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=41=0|94.98=0.48=41=0|82.63=0.48=41=0|68.15=0.48=41=0|53.67=0.48=41=0|41.28=0.48=41=0|28.62=0.48=41=0,2,,,,,,
35710,近程兵,65617,2,4,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,50,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Melee_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
35810,远程兵,65624,2,5,12,,1,1.8,,60,100,100,1,6,0.1,,65100=1,,,,,,150,1000,500000,90,8,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,0.5,0.5,FALSE,,TRUE,,,1,Monster_MOBA_Unit_Archer_1,0,TRUE,TRUE,0,0,0,0,0,0,103.74=0.48=38=0|94.98=0.48=38=0|82.63=0.48=38=0|68.15=0.48=38=0|53.67=0.48=38=0|41.28=0.48=38=0|28.62=0.48=38=0,2,,,,,,
