SceneID,Comment,SceneType,IsStaticScene,PreTask,PreScene,RequiredLevel,SyncMode,SwitchToSelf,CanReconnect,EndTimeOut,IsCanQuit,DelayTransfer,LineRoleCount,Buff,SceneFile,UnitySceneFile,ScenePath,BGM,BlockFilePath,OperationSettings,StartPos,StartFace,StartRot,Chapter,UIPos,BoxUIPos,UIIcon,FatigueCost,ViewableDropList,Exp,Drop,Drop1,Drop2,Drop3,Drop4,Drop5,Money,FirstDownExp,FirstDownDrop,FirstDownMoney,FirstSSS,ExpSealReward,SceneChest,DiamondDropID,GoldDropID,SilverDropID,CopperDropID,SBox,SSBox,SSSBox,IsBoss,RecommendPower,BossAvatar,BossIcon,EndCutScene,EndCutSceneTime,WinCondition,LoseCondition,WinDelayTime,DayLimit,CoolDown,DayLimitGroupID,CanDrawBox,HasFlyOut,DynamicScene,EnvSet,CanRevive,ReviveNumb,ReviveCost,ReviveMoneyCost,ReviveTime,ReviveBuff,ReviveBuffTip,CanPause,ShowUp,LoadingTips,LoadingPic,SceneCanNavi,ShowAutoFight,ShowBattleStatistics,RandomTaskType,RandomTaskSpecify,UseSupplement,HurtCoef,MiniMap,MiniMapSize,MiniMapOutSize,MiniMapRotation,StaticMiniMapCenter,SceneAI,PPTCoff,GuildExpBounus,FailText,LeaveSceneTip,RecommendHint,TeamInfoDefaultTab,CombatType,SweepNeedPPT,TimeCounter,HasComboBuff,DisplayPet,AutoReturn,StoryDriver,MinPassTime,ShowSkill,ShowNormalAttack,WinConditionTips,BattleExplainTips,DPS,CanVIPRevive,HideTeamIndicate,ShieldSight,SpecifiedTargetLocatedRange,SpactivityActiveDrop,SpActivityDrop,VipReviveLimit
23003,海盗聚集所,20,0,,,200,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_3,DN_Lv3_3_1,DN_Lv_3/DN_Lv3_3_1/DN_Lv3_3_1,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene301,11|1011,181.3597=5.02493=104.1914,,0|-160|0|1,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,TRUE,12000,,,,,2=0,2=0,,1,,20001,TRUE,TRUE,suijiben3_16,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_301,200|200,,-160,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23004,海洋巫师塔,20,0,,,200,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_4,DN_Lv3_3_2,DN_Lv_3/DN_Lv3_3_2/DN_Lv3_3_2,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene302,11|1011,36.74139=1.132685=76.53463,,0|0|0|1,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben3_17,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,挑战巢穴可以获得A级套装的材料|传说中有一种强大的龙器，获得者会拥有不可思议的力量,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_302,200|200,,0,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23005,船长达兰特领地,20,0,,,200,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_5,diyuquan,DN_FB/diyuquan/diyuquan,Audio/mapambience/BGM_Desert,Table/SceneBlock/diyuquan,11|1011,83.78007=8.000671=162.9291,,0|-75|0|1,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben3_18,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,想看看顶级强化的特效吗？多去强化吧|BOSSRUSH产出金属板，可以制作纹章哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_cx_1014,200|200,,-50,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23006,海盗驳船港,20,0,,,200,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_6,DN_LV2_2_1,DN_LV_2/DN_LV2_2_1/DN_LV2_2_1,Audio/mapambience/haidao,Table/SceneBlock/scene201,11|1011,133.39=8.516=112.83,,0|162|0|1,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben3_19,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,穿戴合适的纹章，可以大大提升战斗力哦|如果想体验新的转职，可以在技能界面选择重置,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_201,200|200,,162,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23007,船长达兰特根据地,20,0,,,200,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_7,DN_Lv3_3_6,DN_Lv_3/DN_Lv3_3_6/DN_Lv3_3_6,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene306,11|1011,68.188=0.5099853=149.6889,,0|104.1|0|1,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben3_20,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,想要强大的战斗力，给你的装备镶嵌上高级龙玉吧|如果想体验新的转职，可以在技能界面选择重置,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_308,200|200,,104,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23008,无名暴君之墓,2,0,,,40,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_8,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/lvlong,Table/SceneBlock/scene405,11|1011,97.776=11.863=99.442,,0|-30|0|1,,,,,,,5000,,,,,,,,5000,,,,,,20001004,20001003,20001002,20001001,1=10|2=50|3=30|4=10,1=10|2=35|3=45|4=10,1=10|2=25|3=55|4=10,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben_4_8,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,巢穴的难度非常高，请一定要收集好套装再去挑战哦|多去黑暗神殿获取强化材料，提升战斗力吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_405,200|200,,0,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23009,凄凉之村,2,0,,,40,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_9,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene401,11|1011,114.049=11.688=136.754,,0|-167|0|1,,,,,,,5000,,,,,,,,5000,,,,,,20001004,20001003,20001002,20001001,1=10|2=50|3=30|4=10,1=10|2=35|3=45|4=10,1=10|2=25|3=55|4=10,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben4_9,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,请多用语音沟通，合作才能闯过超难副本|龙穴的难度超乎你的想象，只有真正的勇士才能征服,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_401-404,200|200,,-167,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23010,沼泽地边界,2,0,,,40,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_10,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/shulin,Table/SceneBlock/scene401,11|1011,112.567=11.006=123.25,,0|0|0|1,,,,,,,5000,,,,,,,,5000,,,,,,20001004,20001003,20001002,20001001,1=10|2=50|3=30|4=10,1=10|2=35|3=45|4=10,1=10|2=25|3=55|4=10,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben4_10,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_401-404,200|200,,0,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23011,红胡须之岛,2,0,,,40,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_11,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/zhaoze,Table/SceneBlock/scene401,11|1011,171.4484=7.02=119.0805,,0|180|0|1,,,,,,,5000,,,,,,,,5000,,,,,,20001004,20001003,20001002,20001001,1=10|2=50|3=30|4=10,1=10|2=35|3=45|4=10,1=10|2=25|3=55|4=10,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben4_11,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,挑战巢穴可以获得A级套装的材料|传说中有一种强大的龙器，获得者会拥有不可思议的力量,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_404,200|200,,180,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
23012,腐烂泥沼,2,0,,,40,1,TRUE,,,TRUE,,,,Level/Other/suijiben4_12,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene405,11|1011,51.67=4=151.25,,0|90|0|1,,,,,,,5000,,,,,,,,5000,,,,,,20001004,20001003,20001002,20001001,1=10|2=50|3=30|4=10,1=10|2=35|3=45|4=10,1=10|2=25|3=55|4=10,TRUE,12000,,,,,1=0,2=0,,1,,20001,TRUE,TRUE,suijiben_4_12,,FALSE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,想看看顶级强化的特效吗？多去强化吧|BOSSRUSH产出金属板，可以制作纹章哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,,1,minimap_405,200|200,,3,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,22,,0,TRUE,TRUE,,,2947=147,1,FALSE,,-1,,,1
31011,第1层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_1_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,7000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得大量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,735=147,1,FALSE,,-1,,,
31021,第2层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_2_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,9000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,1128=226,1,FALSE,,-1,,,
31031,第3层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_3_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,10000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,1572=314,1,FALSE,,-1,,,
31032,第4层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_3_2,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,12000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,1929=386,1,FALSE,,-1,,,
31051,第5层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_5_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,16000,,,,,1=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,2701=540,1,FALSE,,-1,,,
31071,第6层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_7_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,18000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,4419=884,1,FALSE,,-1,,,
31081,第7层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_8_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,22000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,4757=951,1,FALSE,,-1,,,
31091,第8层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_9_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,25000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战黑暗神殿不限次数，但是只能重置一次哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,5016=1003,1,FALSE,,-1,,,
31092,第9层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_9_2,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,28000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,5219=1044,1,FALSE,,-1,,,
31112,第10层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_11_2,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,35000,,,,,2=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,5710=1142,1,FALSE,,-1,,,
31131,第11层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_13_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,43000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,5768=1154,1,FALSE,,-1,,,
31141,第12层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_14_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,49000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,6942=1388,1,FALSE,,-1,,,
31151,第13层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_15_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,54000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,7148=1430,1,FALSE,,-1,,,
31152,第14层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_15_2,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,59000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战黑暗神殿不限次数，但是只能重置一次哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,7357=1471,1,FALSE,,-1,,,
31171,第15层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_17_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,63000,,,,,1=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,8082=1616,1,FALSE,,-1,,,
31191,第16层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_19_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,66000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战的时候，不要忘了重置扫荡和刷新奖励哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,8061=1612,1,FALSE,,-1,,,
31201,第17层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_20_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,73000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,8244=1649,1,FALSE,,-1,,,
